C:\Users\gudll\Desktop\Data\IMG\center_2020_05_29_01_59_30_872.jpg,C:\Users\gudll\Desktop\Data\IMG\left_2020_05_29_01_59_30_872.jpg,C:\Users\gudll\Desktop\Data\IMG\right_2020_05_29_01_59_30_872.jpg,0,0,0,1.357481E-05
C:\Users\gudll\Desktop\Data\IMG\center_2020_05_29_01_59_30_939.jpg,C:\Users\gudll\Desktop\Data\IMG\left_2020_05_29_01_59_30_939.jpg,C:\Users\gudll\Desktop\Data\IMG\right_2020_05_29_01_59_30_939.jpg,0,0,0,2.045568E-05
C:\Users\gudll\Desktop\Data\IMG\center_2020_05_29_01_59_31_009.jpg,C:\Users\gudll\Desktop\Data\IMG\left_2020_05_29_01_59_31_009.jpg,C:\Users\gudll\Desktop\Data\IMG\right_2020_05_29_01_59_31_009.jpg,0,0,0,1.054373E-05
C:\Users\gudll\Desktop\Data\IMG\center_2020_05_29_01_59_31_077.jpg,C:\Users\gudll\Desktop\Data\IMG\left_2020_05_29_01_59_31_077.jpg,C:\Users\gudll\Desktop\Data\IMG\right_2020_05_29_01_59_31_077.jpg,0,0,0,1.475259E-06
C:\Users\gudll\Desktop\Data\IMG\center_2020_05_29_01_59_31_146.jpg,C:\Users\gudll\Desktop\Data\IMG\left_2020_05_29_01_59_31_146.jpg,C:\Users\gudll\Desktop\Data\IMG\right_2020_05_29_01_59_31_146.jpg,0,0,0,1.03109E-05
C:\Users\gudll\Desktop\Data\IMG\center_2020_05_29_01_59_31_216.jpg,C:\Users\gudll\Desktop\Data\IMG\left_2020_05_29_01_59_31_216.jpg,C:\Users\gudll\Desktop\Data\IMG\right_2020_05_29_01_59_31_216.jpg,0,0,0,8.450292E-06
C:\Users\gudll\Desktop\Data\IMG\center_2020_05_29_01_59_31_284.jpg,C:\Users\gudll\Desktop\Data\IMG\left_2020_05_29_01_59_31_284.jpg,C:\Users\gudll\Desktop\Data\IMG\right_2020_05_29_01_59_31_284.jpg,0,0,0,3.569257E-06
C:\Users\gudll\Desktop\Data\IMG\center_2020_05_29_01_59_31_357.jpg,C:\Users\gudll\Desktop\Data\IMG\left_2020_05_29_01_59_31_357.jpg,C:\Users\gudll\Desktop\Data\IMG\right_2020_05_29_01_59_31_357.jpg,0,0,0,1.158389E-05
C:\Users\gudll\Desktop\Data\IMG\center_2020_05_29_01_59_31_428.jpg,C:\Users\gudll\Desktop\Data\IMG\left_2020_05_29_01_59_31_428.jpg,C:\Users\gudll\Desktop\Data\IMG\right_2020_05_29_01_59_31_428.jpg,0,0,0,3.009557E-06
C:\Users\gudll\Desktop\Data\IMG\center_2020_05_29_01_59_31_500.jpg,C:\Users\gudll\Desktop\Data\IMG\left_2020_05_29_01_59_31_500.jpg,C:\Users\gudll\Desktop\Data\IMG\right_2020_05_29_01_59_31_500.jpg,0,0,0,8.498764E-06
C:\Users\gudll\Desktop\Data\IMG\center_2020_05_29_01_59_31_570.jpg,C:\Users\gudll\Desktop\Data\IMG\left_2020_05_29_01_59_31_570.jpg,C:\Users\gudll\Desktop\Data\IMG\right_2020_05_29_01_59_31_570.jpg,0,0,0,1.945929E-05
C:\Users\gudll\Desktop\Data\IMG\center_2020_05_29_01_59_31_640.jpg,C:\Users\gudll\Desktop\Data\IMG\left_2020_05_29_01_59_31_640.jpg,C:\Users\gudll\Desktop\Data\IMG\right_2020_05_29_01_59_31_640.jpg,0,0.2379642,0,0.1712561
C:\Users\gudll\Desktop\Data\IMG\center_2020_05_29_01_59_31_711.jpg,C:\Users\gudll\Desktop\Data\IMG\left_2020_05_29_01_59_31_711.jpg,C:\Users\gudll\Desktop\Data\IMG\right_2020_05_29_01_59_31_711.jpg,-0.05,0.4098606,0,0.3781263
C:\Users\gudll\Desktop\Data\IMG\center_2020_05_29_01_59_31_779.jpg,C:\Users\gudll\Desktop\Data\IMG\left_2020_05_29_01_59_31_779.jpg,C:\Users\gudll\Desktop\Data\IMG\right_2020_05_29_01_59_31_779.jpg,-0.25,0.6540762,0,0.8238449
C:\Users\gudll\Desktop\Data\IMG\center_2020_05_29_01_59_31_846.jpg,C:\Users\gudll\Desktop\Data\IMG\left_2020_05_29_01_59_31_846.jpg,C:\Users\gudll\Desktop\Data\IMG\right_2020_05_29_01_59_31_846.jpg,-0.4,0.836328,0,1.403496
C:\Users\gudll\Desktop\Data\IMG\center_2020_05_29_01_59_31_913.jpg,C:\Users\gudll\Desktop\Data\IMG\left_2020_05_29_01_59_31_913.jpg,C:\Users\gudll\Desktop\Data\IMG\right_2020_05_29_01_59_31_913.jpg,0,1,0,2.062051
C:\Users\gudll\Desktop\Data\IMG\center_2020_05_29_01_59_31_987.jpg,C:\Users\gudll\Desktop\Data\IMG\left_2020_05_29_01_59_31_987.jpg,C:\Users\gudll\Desktop\Data\IMG\right_2020_05_29_01_59_31_987.jpg,0,1,0,3.004383
C:\Users\gudll\Desktop\Data\IMG\center_2020_05_29_01_59_32_060.jpg,C:\Users\gudll\Desktop\Data\IMG\left_2020_05_29_01_59_32_060.jpg,C:\Users\gudll\Desktop\Data\IMG\right_2020_05_29_01_59_32_060.jpg,-0.05,1,0,3.944108
C:\Users\gudll\Desktop\Data\IMG\center_2020_05_29_01_59_32_130.jpg,C:\Users\gudll\Desktop\Data\IMG\left_2020_05_29_01_59_32_130.jpg,C:\Users\gudll\Desktop\Data\IMG\right_2020_05_29_01_59_32_130.jpg,-0.2,1,0,4.640271
C:\Users\gudll\Desktop\Data\IMG\center_2020_05_29_01_59_32_204.jpg,C:\Users\gudll\Desktop\Data\IMG\left_2020_05_29_01_59_32_204.jpg,C:\Users\gudll\Desktop\Data\IMG\right_2020_05_29_01_59_32_204.jpg,-0.4,1,0,5.548603
C:\Users\gudll\Desktop\Data\IMG\center_2020_05_29_01_59_32_273.jpg,C:\Users\gudll\Desktop\Data\IMG\left_2020_05_29_01_59_32_273.jpg,C:\Users\gudll\Desktop\Data\IMG\right_2020_05_29_01_59_32_273.jpg,0,1,0,6.22639
C:\Users\gudll\Desktop\Data\IMG\center_2020_05_29_01_59_32_347.jpg,C:\Users\gudll\Desktop\Data\IMG\left_2020_05_29_01_59_32_347.jpg,C:\Users\gudll\Desktop\Data\IMG\right_2020_05_29_01_59_32_347.jpg,-0.05,1,0,7.141445
